Ano,UF,Código do Município,Municipio,PIB x 1000,PIB per capita x 1 ,chave
2016,BA,2901908,APORA,118628.174,6171.16,2016APORA
2017,BA,2901908,APORA,136532.392,7446.95,2017APORA
2018,BA,2901908,APORA,125691.871,7112.08,2018APORA
2015,GO,5201504,APORE,234186.872,57440.98,2015APORE
2016,GO,5201504,APORE,307251.501,74757.06,2016APORE
2017,GO,5201504,APORE,310859.686,75032.51,2017APORE
2018,GO,5201504,APORE,320053.401,76880.47,2018APORE
2015,BA,2901957,APUAREMA,57125.22,7359.6,2015APUAREMA
2016,BA,2901957,APUAREMA,69093.012,8920.98,2016APUAREMA
2017,BA,2901957,APUAREMA,56187.169,7268.72,2017APUAREMA
2018,BA,2901957,APUAREMA,66825.81,9079.59,2018APUAREMA
2015,PR,4101408,APUCARANA,2904813.038,22271.05,2015APUCARANA
2016,PR,4101408,APUCARANA,2977108.896,22627.39,2016APUCARANA
2017,PR,4101408,APUCARANA,3168171.076,23876.31,2017APUCARANA
2018,PR,4101408,APUCARANA,3117903.599,23315.61,2018APUCARANA
2015,AM,1300144,APUI,206200.148,9986.45,2015APUI
2016,AM,1300144,APUI,192352.237,9146.13,2016APUI
2017,AM,1300144,APUI,193492.492,9039.17,2017APUI
2018,AM,1300144,APUI,210011.629,9730.42,2018APUI
2015,CE,2300903,APUIARES,86910.388,5967.07,2015APUIARES
2016,CE,2300903,APUIARES,92827.326,6338.93,2016APUIARES
2017,CE,2300903,APUIARES,114654.505,7789.56,2017APUIARES
2018,CE,2300903,APUIARES,100810.777,6805.1,2018APUIARES
2015,SE,2800209,AQUIDABA,222557.722,10442.84,2015AQUIDABA
2016,SE,2800209,AQUIDABA,224994.717,10488.29,2016AQUIDABA
2017,SE,2800209,AQUIDABA,216458.017,10026.31,2017AQUIDABA
2018,SE,2800209,AQUIDABA,230581.11,10753.21,2018AQUIDABA
2015,MS,5001102,AQUIDAUANA,808241.899,17137.57,2015AQUIDAUANA
2016,MS,5001102,AQUIDAUANA,878908.402,18572.54,2016AQUIDAUANA
2017,MS,5001102,AQUIDAUANA,918064.251,19335.0,2017AQUIDAUANA
2018,MS,5001102,AQUIDAUANA,926509.676,19389.54,2018AQUIDAUANA
2015,CE,2301000,AQUIRAZ,1828067.54,23522.11,2015AQUIRAZ
2016,CE,2301000,AQUIRAZ,2157485.001,27505.61,2016AQUIRAZ
2017,CE,2301000,AQUIRAZ,2205947.203,27878.21,2017AQUIRAZ
2018,CE,2301000,AQUIRAZ,1959662.62,24630.33,2018AQUIRAZ
2015,SC,4201273,ARABUTA,104974.078,24549.6,2015ARABUTA
2016,SC,4201273,ARABUTA,106410.753,24873.95,2016ARABUTA
2017,SC,4201273,ARABUTA,126169.9,29472.06,2017ARABUTA
2018,SC,4201273,ARABUTA,137614.046,32258.33,2018ARABUTA
2015,PB,2500809,ARACAGI,137107.737,8007.69,2015ARACAGI
2016,PB,2500809,ARACAGI,141696.058,8305.26,2016ARACAGI
2017,PB,2500809,ARACAGI,167593.063,9856.68,2017ARACAGI
2018,PB,2500809,ARACAGI,156070.184,9138.13,2018ARACAGI
2015,MG,3103207,ARACAI,38669.583,16441.15,2015ARACAI
2016,MG,3103207,ARACAI,45315.032,19193.15,2016ARACAI
2017,MG,3103207,ARACAI,58138.47,24551.72,2017ARACAI
2018,MG,3103207,ARACAI,55492.4,23704.57,2018ARACAI
2015,SE,2800308,ARACAJU,15870235.744,25081.61,2015ARACAJU
2016,SE,2800308,ARACAJU,16567686.352,25825.55,2016ARACAJU
2017,SE,2800308,ARACAJU,16376457.249,25190.44,2017ARACAJU
2018,SE,2800308,ARACAJU,17276300.787,26622.38,2018ARACAJU
2015,SP,3502754,ARACARIGUAMA,1594211.282,79258.79,2015ARACARIGUAMA
2016,SP,3502754,ARACARIGUAMA,2221023.287,107916.2,2016ARACARIGUAMA
2017,SP,3502754,ARACARIGUAMA,2842563.522,135115.67,2017ARACARIGUAMA
2018,SP,3502754,ARACARIGUAMA,3270859.003,149668.66,2018ARACARIGUAMA
2015,BA,2902054,ARACAS,262311.019,21069.16,2015ARACAS
2016,BA,2902054,ARACAS,125161.098,10016.89,2016ARACAS
2017,BA,2902054,ARACAS,139077.791,11030.92,2017ARACAS
2018,BA,2902054,ARACAS,209393.319,17243.95,2018ARACAS
2015,CE,2301109,ARACATI,1162571.023,15985.41,2015ARACATI
2016,CE,2301109,ARACATI,1217459.716,16634.69,2016ARACATI
2017,CE,2301109,ARACATI,1275710.642,17326.2,2017ARACATI
2018,CE,2301109,ARACATI,1126870.283,15210.71,2018ARACATI
2015,BA,2902005,ARACATU,85659.008,6079.85,2015ARACATU
2016,BA,2902005,ARACATU,89371.892,6373.24,2016ARACATU
2017,BA,2902005,ARACATU,106032.452,7594.36,2017ARACATU
2018,BA,2902005,ARACATU,109661.839,8289.5,2018ARACATU
2015,SP,3502804,ARACATUBA,6447731.559,33450.05,2015ARACATUBA
2016,SP,3502804,ARACATUBA,6609261.268,34098.59,2016ARACATUBA
2017,SP,3502804,ARACATUBA,6967839.404,35755.61,2017ARACATUBA
2018,SP,3502804,ARACATUBA,7349421.342,37521.17,2018ARACATUBA
2015,BA,2902104,ARACI,366516.125,6501.97,2015ARACI
2016,BA,2902104,ARACI,392070.828,7046.94,2016ARACI
2017,BA,2902104,ARACI,381316.04,6817.13,2017ARACI
2018,BA,2902104,ARACI,425123.773,7858.26,2018ARACI
2015,MG,3103306,ARACITABA,20017.863,9478.16,2015ARACITABA
2016,MG,3103306,ARACITABA,22167.57,10496.01,2016ARACITABA
2017,MG,3103306,ARACITABA,22377.403,10600.38,2017ARACITABA
2018,MG,3103306,ARACITABA,24836.417,12021.5,2018ARACITABA
2015,CE,2301208,ARACOIABA,175638.777,6720.7,2015ARACOIABA
2016,CE,2301208,ARACOIABA,190897.581,7285.33,2016ARACOIABA
2017,CE,2301208,ARACOIABA,205049.264,7805.75,2017ARACOIABA
2018,CE,2301208,ARACOIABA,197160.555,7457.75,2018ARACOIABA
2015,PE,2601052,ARACOIABA,114879.212,5797.3,2015ARACOIABA
2016,PE,2601052,ARACOIABA,128979.46,6434.17,2016ARACOIABA
2017,PE,2601052,ARACOIABA,139009.961,6858.59,2017ARACOIABA
2018,PE,2601052,ARACOIABA,139703.824,6877.9,2018ARACOIABA
2015,SP,3502903,ARACOIABA DA SERRA,617215.303,19706.12,2015ARACOIABA DA SERRA
2016,SP,3502903,ARACOIABA DA SERRA,600223.726,18806.95,2016ARACOIABA DA SERRA
2017,SP,3502903,ARACOIABA DA SERRA,655310.784,20166.51,2017ARACOIABA DA SERRA
2018,SP,3502903,ARACOIABA DA SERRA,861981.608,25731.56,2018ARACOIABA DA SERRA
2015,ES,3200607,ARACRUZ,5315365.891,55918.26,2015ARACRUZ
2016,ES,3200607,ARACRUZ,4609679.183,47647.23,2016ARACRUZ
2017,ES,3200607,ARACRUZ,5202206.05,52871.71,2017ARACRUZ
2018,ES,3200607,ARACRUZ,5290571.06,53275.98,2018ARACRUZ
2015,GO,5201603,ARACU,47324.163,12532.88,2015ARACU
2016,GO,5201603,ARACU,51872.547,13821.62,2016ARACU
2017,GO,5201603,ARACU,49551.715,13281.08,2017ARACU
2018,GO,5201603,ARACU,53428.929,15008.13,2018ARACU
2015,MG,3103405,ARACUAI,363713.965,9758.89,2015ARACUAI
2016,MG,3103405,ARACUAI,365971.085,9807.09,2016ARACUAI
2017,MG,3103405,ARACUAI,392732.066,10511.82,2017ARACUAI
2018,MG,3103405,ARACUAI,402524.306,10966.47,2018ARACUAI
2015,GO,5201702,ARAGARCAS,213080.772,10880.91,2015ARAGARCAS
2016,GO,5201702,ARAGARCAS,214937.148,10890.61,2016ARAGARCAS
2017,GO,5201702,ARAGARCAS,236971.556,11917.7,2017ARAGARCAS
2018,GO,5201702,ARAGARCAS,244836.357,12266.97,2018ARAGARCAS
2015,GO,5201801,ARAGOIANIA,98737.455,10455.05,2015ARAGOIANIA
2016,GO,5201801,ARAGOIANIA,98885.605,10293.08,2016ARAGOIANIA
2017,GO,5201801,ARAGOIANIA,105481.151,10801.96,2017ARAGOIANIA
2018,GO,5201801,ARAGOIANIA,108335.413,10709.31,2018ARAGOIANIA
2015,TO,1701309,ARAGOMINAS,58663.472,9926.14,2015ARAGOMINAS
2016,TO,1701309,ARAGOMINAS,63894.663,10853.52,2016ARAGOMINAS
2017,TO,1701309,ARAGOMINAS,63242.678,10783.07,2017ARAGOMINAS
2018,TO,1701309,ARAGOMINAS,64347.881,11121.31,2018ARAGOMINAS
2015,TO,1701903,ARAGUACEMA,74799.627,10898.97,2015ARAGUACEMA
2016,TO,1701903,ARAGUACEMA,94605.446,13643.7,2016ARAGUACEMA
2017,TO,1701903,ARAGUACEMA,133137.768,19011.53,2017ARAGUACEMA
2018,TO,1701903,ARAGUACEMA,126453.09,18023.53,2018ARAGUACEMA
2015,TO,1702000,ARAGUACU,158035.862,18005.68,2015ARAGUACU
2016,TO,1702000,ARAGUACU,181289.876,20756.8,2016ARAGUACU
2017,TO,1702000,ARAGUACU,186488.242,21455.16,2017ARAGUACU
2018,TO,1702000,ARAGUACU,192400.613,22458.34,2018ARAGUACU
2015,MT,5101001,ARAGUAIANA,63034.446,20445.81,2015ARAGUAIANA
2016,MT,5101001,ARAGUAIANA,72961.342,23851.37,2016ARAGUAIANA
2017,MT,5101001,ARAGUAIANA,69030.0,22737.15,2017ARAGUAIANA
2018,MT,5101001,ARAGUAIANA,68837.289,22070.31,2018ARAGUAIANA
2015,TO,1702109,ARAGUAINA,3442013.031,20225.36,2015ARAGUAINA
2016,TO,1702109,ARAGUAINA,3799312.14,21947.13,2016ARAGUAINA
2017,TO,1702109,ARAGUAINA,4140527.738,23531.07,2017ARAGUAINA
2018,TO,1702109,ARAGUAINA,4387503.319,24715.96,2018ARAGUAINA
2015,MT,5101209,ARAGUAINHA,16711.584,17122.52,2015ARAGUAINHA
2016,MT,5101209,ARAGUAINHA,18426.898,19335.68,2016ARAGUAINHA
2017,MT,5101209,ARAGUAINHA,19543.051,20991.46,2017ARAGUAINHA
2018,MT,5101209,ARAGUAINHA,19201.838,20085.6,2018ARAGUAINHA
2015,TO,1702158,ARAGUANA,58971.572,10692.94,2015ARAGUANA
2015,MA,2100873,ARAGUANA,64860.497,4318.85,2015ARAGUANA
2016,TO,1702158,ARAGUANA,66875.031,11982.63,2016ARAGUANA
2016,MA,2100873,ARAGUANA,77820.772,5125.86,2016ARAGUANA
2017,TO,1702158,ARAGUANA,64696.354,11460.82,2017ARAGUANA
2017,MA,2100873,ARAGUANA,77794.606,5074.0,2017ARAGUANA
2018,TO,1702158,ARAGUANA,66015.259,11657.29,2018ARAGUANA
2018,MA,2100873,ARAGUANA,81222.462,5309.7,2018ARAGUANA
2015,GO,5202155,ARAGUAPAZ,115907.026,14825.66,2015ARAGUAPAZ
2016,GO,5202155,ARAGUAPAZ,114593.502,14614.65,2016ARAGUAPAZ
2017,GO,5202155,ARAGUAPAZ,119274.388,15171.0,2017ARAGUAPAZ
2018,GO,5202155,ARAGUAPAZ,120573.706,15545.86,2018ARAGUAPAZ
2015,MG,3103504,ARAGUARI,3694435.419,31775.44,2015ARAGUARI
2016,MG,3103504,ARAGUARI,3851059.555,32951.37,2016ARAGUARI
2017,MG,3103504,ARAGUARI,4092193.813,34843.49,2017ARAGUARI
2018,MG,3103504,ARAGUARI,4660911.279,39942.34,2018ARAGUARI
2015,TO,1702208,ARAGUATINS,329819.703,9590.01,2015ARAGUATINS
2016,TO,1702208,ARAGUATINS,376396.606,10812.89,2016ARAGUATINS
2017,TO,1702208,ARAGUATINS,390779.225,11096.64,2017ARAGUATINS
2018,TO,1702208,ARAGUATINS,426291.952,12060.54,2018ARAGUATINS
2015,MA,2100907,ARAIOSES,234546.287,5182.77,2015ARAIOSES
2016,MA,2100907,ARAIOSES,257454.57,5636.05,2016ARAIOSES
2017,MA,2100907,ARAIOSES,269137.672,5841.42,2017ARAIOSES
2018,MA,2100907,ARAIOSES,269874.169,5853.72,2018ARAIOSES
2015,MS,5001243,ARAL MOREIRA,457431.58,40129.1,2015ARAL MOREIRA
2016,MS,5001243,ARAL MOREIRA,582125.78,50243.9,2016ARAL MOREIRA
2017,MS,5001243,ARAL MOREIRA,477801.829,40591.44,2017ARAL MOREIRA
2018,MS,5001243,ARAL MOREIRA,598003.527,49987.76,2018ARAL MOREIRA
2015,BA,2902203,ARAMARI,74096.857,6549.13,2015ARAMARI
2016,BA,2902203,ARAMARI,85573.534,7516.34,2016ARAMARI
2017,BA,2902203,ARAMARI,89650.859,7660.5,2017ARAMARI
2018,BA,2902203,ARAMARI,91558.423,8079.63,2018ARAMARI
2015,RS,4300851,ARAMBARE,130062.257,34572.64,2015ARAMBARE
2016,RS,4300851,ARAMBARE,135153.614,35992.97,2016ARAMBARE
2017,RS,4300851,ARAMBARE,139621.356,37252.23,2017ARAMBARE
2018,RS,4300851,ARAMBARE,121018.312,33616.2,2018ARAMBARE
2015,MA,2100956,ARAME,180056.726,5624.14,2015ARAME
2016,MA,2100956,ARAME,222822.227,6945.18,2016ARAME
2017,MA,2100956,ARAME,211969.46,6594.17,2017ARAME
2018,MA,2100956,ARAME,233586.507,7157.11,2018ARAME
2015,SP,3503000,ARAMINA,111884.456,20394.54,2015ARAMINA
2016,SP,3503000,ARAMINA,109869.378,19907.48,2016ARAMINA
2017,SP,3503000,ARAMINA,150201.597,27053.6,2017ARAMINA
2018,SP,3503000,ARAMINA,126608.221,22669.33,2018ARAMINA
2015,SP,3503109,ARANDU,81697.608,12863.74,2015ARANDU
2016,SP,3503109,ARANDU,133775.282,21033.85,2016ARANDU
2017,SP,3503109,ARANDU,123456.822,19387.06,2017ARANDU
2018,SP,3503109,ARANDU,117579.437,18522.28,2018ARANDU
2015,MG,3103603,ARANTINA,44007.587,15280.41,2015ARANTINA
2016,MG,3103603,ARANTINA,53105.876,18458.77,2016ARANTINA
2017,MG,3103603,ARANTINA,47658.463,16588.4,2017ARANTINA
2018,MG,3103603,ARANTINA,49287.821,17577.68,2018ARANTINA
2015,SP,3503158,ARAPEI,24320.969,9635.88,2015ARAPEI
2016,SP,3503158,ARAPEI,27601.776,10970.5,2016ARAPEI
2017,SP,3503158,ARAPEI,29846.463,11895.76,2017ARAPEI
2018,SP,3503158,ARAPEI,30703.81,12390.56,2018ARAPEI
2015,AL,2700300,ARAPIRACA,3935791.743,17034.15,2015ARAPIRACA
2016,AL,2700300,ARAPIRACA,3892759.967,16730.75,2016ARAPIRACA
2017,AL,2700300,ARAPIRACA,4104162.137,17525.3,2017ARAPIRACA
2018,AL,2700300,ARAPIRACA,4467590.162,19389.15,2018ARAPIRACA
2015,TO,1702307,ARAPOEMA,96250.685,14156.59,2015ARAPOEMA
2016,TO,1702307,ARAPOEMA,106385.334,15698.0,2016ARAPOEMA
2017,TO,1702307,ARAPOEMA,99454.255,14720.88,2017ARAPOEMA
2018,TO,1702307,ARAPOEMA,288624.461,43272.03,2018ARAPOEMA
2015,MG,3103702,ARAPONGA,71711.113,8435.61,2015ARAPONGA
2016,MG,3103702,ARAPONGA,82960.839,9733.76,2016ARAPONGA
2017,MG,3103702,ARAPONGA,89434.132,10467.48,2017ARAPONGA
2018,MG,3103702,ARAPONGA,80818.244,9592.67,2018ARAPONGA
2015,PR,4101507,ARAPONGAS,3886216.776,33672.55,2015ARAPONGAS
2016,PR,4101507,ARAPONGAS,4035335.109,34501.84,2016ARAPONGAS
2017,PR,4101507,ARAPONGAS,4479986.21,37813.13,2017ARAPONGAS
2018,PR,4101507,ARAPONGAS,4295341.275,35440.69,2018ARAPONGAS
2015,MG,3103751,ARAPORA,1362974.987,204743.13,2015ARAPORA
2016,MG,3103751,ARAPORA,1082581.699,161170.42,2016ARAPORA
2017,MG,3103751,ARAPORA,1189709.671,175628.83,2017ARAPORA
2018,MG,3103751,ARAPORA,1286021.272,189009.59,2018ARAPORA
2015,PR,4101606,ARAPOTI,1032059.086,37465.39,2015ARAPOTI
2016,PR,4101606,ARAPOTI,1040454.882,37523.62,2016ARAPOTI
2017,PR,4101606,ARAPOTI,1091461.524,39112.07,2017ARAPOTI
2018,PR,4101606,ARAPOTI,1146514.1,41056.91,2018ARAPOTI
2015,MG,3103801,ARAPUA,99990.169,34779.19,2015ARAPUA
2016,MG,3103801,ARAPUA,117051.741,40657.08,2016ARAPUA
2017,MG,3103801,ARAPUA,115091.046,39920.58,2017ARAPUA
2018,MG,3103801,ARAPUA,113268.229,39981.73,2018ARAPUA
2015,PR,4101655,ARAPUA,94921.145,27706.11,2015ARAPUA
2016,PR,4101655,ARAPUA,96883.225,28629.79,2016ARAPUA
2017,PR,4101655,ARAPUA,90395.352,27040.19,2017ARAPUA
2018,PR,4101655,ARAPUA,106033.107,33898.05,2018ARAPUA
2015,MT,5101258,ARAPUTANGA,370701.682,23101.0,2015ARAPUTANGA
2016,MT,5101258,ARAPUTANGA,414556.483,25734.46,2016ARAPUTANGA
2017,MT,5101258,ARAPUTANGA,417616.655,25742.26,2017ARAPUTANGA
2018,MT,5101258,ARAPUTANGA,450831.051,27012.05,2018ARAPUTANGA
2015,SC,4201307,ARAQUARI,2724009.795,83934.49,2015ARAQUARI
2016,SC,4201307,ARAQUARI,3206663.292,94684.01,2016ARAQUARI
2017,SC,4201307,ARAQUARI,3928868.3,111400.37,2017ARAQUARI
2018,SC,4201307,ARAQUARI,4151191.283,113080.67,2018ARAQUARI
2015,PB,2500908,ARARA,85473.128,6400.08,2015ARARA
2016,PB,2500908,ARARA,90189.686,6706.55,2016ARARA
2017,PB,2500908,ARARA,98835.197,7300.58,2017ARARA
2018,PB,2500908,ARARA,101682.319,7566.77,2018ARARA
2015,SC,4201406,ARARANGUA,1549048.163,23552.86,2015ARARANGUA
2016,SC,4201406,ARARANGUA,1572794.57,23671.69,2016ARARANGUA
2017,SC,4201406,ARARANGUA,1724986.538,25703.87,2017ARARANGUA
2018,SC,4201406,ARARANGUA,1833576.1,27132.74,2018ARARANGUA
2015,SP,3503208,ARARAQUARA,8337723.361,36809.84,2015ARARAQUARA
2016,SP,3503208,ARARAQUARA,9012929.739,39415.6,2016ARARAQUARA
2017,SP,3503208,ARARAQUARA,9289707.228,40255.26,2017ARARAQUARA
2018,SP,3503208,ARARAQUARA,9409114.424,40253.93,2018ARARAQUARA
2015,SP,3503307,ARARAS,4565385.01,35419.41,2015ARARAS
2016,SP,3503307,ARARAS,5014670.965,38544.15,2016ARARAS
2017,SP,3503307,ARARAS,5381996.672,40995.69,2017ARARAS
2018,SP,3503307,ARARAS,5565138.216,41863.92,2018ARARAS
2015,CE,2301257,ARARENDA,60571.338,5621.47,2015ARARENDA
2016,CE,2301257,ARARENDA,64807.549,6000.7,2016ARARENDA
2017,CE,2301257,ARARENDA,78720.543,7273.45,2017ARARENDA
2018,CE,2301257,ARARENDA,78076.359,7162.31,2018ARARENDA
2015,MA,2101004,ARARI,210032.826,7192.91,2015ARARI
2016,MA,2101004,ARARI,234978.434,8020.56,2016ARARI
2017,MA,2101004,ARARI,229583.021,7812.13,2017ARARI
2018,MA,2101004,ARARI,253828.515,8528.04,2018ARARI
2015,RS,4300877,ARARICA,143315.675,27035.59,2015ARARICA
2016,RS,4300877,ARARICA,147192.689,27517.8,2016ARARICA
2017,RS,4300877,ARARICA,141833.883,26289.88,2017ARARICA
2018,RS,4300877,ARARICA,162456.313,28896.53,2018ARARICA
2015,CE,2301307,ARARIPE,150347.995,7062.24,2015ARARIPE
2016,CE,2301307,ARARIPE,148354.988,6950.34,2016ARARIPE
2017,CE,2301307,ARARIPE,161909.512,7566.57,2017ARARIPE
2018,CE,2301307,ARARIPE,144917.274,6724.7,2018ARARIPE
2015,PE,2601102,ARARIPINA,758157.354,9156.49,2015ARARIPINA
2016,PE,2601102,ARARIPINA,786322.577,9441.12,2016ARARIPINA
2017,PE,2601102,ARARIPINA,987504.915,11790.12,2017ARARIPINA
2018,PE,2601102,ARARIPINA,1032601.809,12298.15,2018ARARIPINA
2015,RJ,3300209,ARARUAMA,2251793.444,18327.38,2015ARARUAMA
2016,RJ,3300209,ARARUAMA,2476383.71,19820.58,2016ARARUAMA
2017,RJ,3300209,ARARUAMA,2515122.678,19844.43,2017ARARUAMA
2018,RJ,3300209,ARARUAMA,2671409.987,20480.15,2018ARARUAMA
2015,PB,2501005,ARARUNA,140410.383,7002.66,2015ARARUNA
2015,PR,4101705,ARARUNA,426156.888,30409.37,2015ARARUNA
2016,PB,2501005,ARARUNA,154851.527,7651.9,2016ARARUNA
2016,PR,4101705,ARARUNA,448182.351,31885.48,2016ARARUNA
2017,PB,2501005,ARARUNA,165492.831,8105.24,2017ARARUNA
2017,PR,4101705,ARARUNA,489387.049,34713.23,2017ARARUNA
2018,PB,2501005,ARARUNA,166198.152,8221.53,2018ARARUNA
2018,PR,4101705,ARARUNA,453551.489,32538.31,2018ARARUNA
2015,BA,2902252,ARATACA,99125.472,8445.55,2015ARATACA
2016,BA,2902252,ARATACA,96966.779,8289.88,2016ARATACA
2017,BA,2902252,ARATACA,77260.063,6625.51,2017ARATACA
2018,BA,2902252,ARATACA,81632.289,7368.2,2018ARATACA
2015,RS,4300901,ARATIBA,928129.08,139757.43,2015ARATIBA
2016,RS,4300901,ARATIBA,955863.991,144368.52,2016ARATIBA
2017,RS,4300901,ARATIBA,879723.306,133271.22,2017ARATIBA
2018,RS,4300901,ARATIBA,801964.015,127640.3,2018ARATIBA
2015,CE,2301406,ARATUBA,83742.974,7373.04,2015ARATUBA
2016,CE,2301406,ARATUBA,93365.322,8262.42,2016ARATUBA
2017,CE,2301406,ARATUBA,148414.98,13199.48,2017ARATUBA
2018,CE,2301406,ARATUBA,129853.77,11444.89,2018ARATUBA
2015,BA,2902302,ARATUIPE,63534.479,6961.16,2015ARATUIPE
2016,BA,2902302,ARATUIPE,67698.75,7398.77,2016ARATUIPE
2017,BA,2902302,ARATUIPE,64423.056,7024.65,2017ARATUIPE
2018,BA,2902302,ARATUIPE,66061.17,7495.88,2018ARATUIPE
2015,SE,2800407,ARAUA,108818.922,10291.18,2015ARAUA
2016,SE,2800407,ARAUA,111164.353,10620.46,2016ARAUA
2017,SE,2800407,ARAUA,108233.887,10445.27,2017ARAUA
2018,SE,2800407,ARAUA,108667.89,10687.24,2018ARAUA
2015,PR,4101804,ARAUCARIA,13951904.118,104565.04,2015ARAUCARIA
2016,PR,4101804,ARAUCARIA,16979842.877,125350.42,2016ARAUCARIA
2017,PR,4101804,ARAUCARIA,16976880.082,123511.34,2017ARAUCARIA
2018,PR,4101804,ARAUCARIA,16410202.111,116046.97,2018ARAUCARIA
2015,MG,3103900,ARAUJOS,237707.581,27110.81,2015ARAUJOS
2016,MG,3103900,ARAUJOS,266124.371,29952.1,2016ARAUJOS
2017,MG,3103900,ARAUJOS,310178.096,34479.56,2017ARAUJOS
2018,MG,3103900,ARAUJOS,304777.519,33338.17,2018ARAUJOS
2015,MG,3104007,ARAXA,4901841.903,47945.4,2015ARAXA
2016,MG,3104007,ARAXA,4764778.262,46131.44,2016ARAXA
2017,MG,3104007,ARAXA,5143435.764,49321.9,2017ARAXA
2018,MG,3104007,ARAXA,6176237.159,58774.85,2018ARAXA
2015,MG,3104106,ARCEBURGO,231523.985,22319.87,2015ARCEBURGO
2016,MG,3104106,ARCEBURGO,262653.845,25067.17,2016ARCEBURGO
2017,MG,3104106,ARCEBURGO,267770.3,25313.89,2017ARCEBURGO
2018,MG,3104106,ARCEBURGO,289718.809,27185.78,2018ARCEBURGO
2015,SP,3503356,ARCO-IRIS,42963.535,22732.03,2015ARCO-IRIS
2016,SP,3503356,ARCO-IRIS,53055.459,28326.46,2016ARCO-IRIS
2017,SP,3503356,ARCO-IRIS,48214.589,25977.69,2017ARCO-IRIS
2018,SP,3503356,ARCO-IRIS,53015.126,29273.95,2018ARCO-IRIS
2015,MG,3104205,ARCOS,1244261.808,31701.75,2015ARCOS
2016,MG,3104205,ARCOS,1104194.821,27928.14,2016ARCOS
2017,MG,3104205,ARCOS,1229907.728,30893.67,2017ARCOS
2018,MG,3104205,ARCOS,1271215.856,31945.72,2018ARCOS
2015,PE,2601201,ARCOVERDE,803846.104,11068.45,2015ARCOVERDE
2016,PE,2601201,ARCOVERDE,948980.305,12972.36,2016ARCOVERDE
2017,PE,2601201,ARCOVERDE,977866.038,13274.14,2017ARCOVERDE
2018,PE,2601201,ARCOVERDE,1007778.325,13647.4,2018ARCOVERDE
2015,MG,3104304,AREADO,200168.851,13579.98,2015AREADO
2016,MG,3104304,AREADO,217283.902,14630.93,2016AREADO
2017,MG,3104304,AREADO,225965.698,15108.7,2017AREADO
2018,MG,3104304,AREADO,230057.531,15383.32,2018AREADO
2015,RJ,3300225,AREAL,294170.546,24575.65,2015AREAL
2016,RJ,3300225,AREAL,315905.364,26198.82,2016AREAL
2017,RJ,3300225,AREAL,325725.878,26824.17,2017AREAL
2018,RJ,3300225,AREAL,314272.808,25200.29,2018AREAL
2015,SP,3503406,AREALVA,137092.915,16416.35,2015AREALVA
2016,SP,3503406,AREALVA,174405.571,20757.63,2016AREALVA
2017,SP,3503406,AREALVA,212988.913,25199.82,2017AREALVA
2018,SP,3503406,AREALVA,230787.867,27135.55,2018AREALVA
2015,PB,2501104,AREIA,193887.899,8389.78,2015AREIA
2016,PB,2501104,AREIA,207745.609,9056.04,2016AREIA
2017,PB,2501104,AREIA,232703.478,10217.05,2017AREIA
2018,PB,2501104,AREIA,235520.721,10249.84,2018AREIA
2015,RN,2401107,AREIA BRANCA,668048.124,24420.53,2015AREIA BRANCA
2015,SE,2800506,AREIA BRANCA,163950.961,9026.15,2015AREIA BRANCA
2016,RN,2401107,AREIA BRANCA,735957.436,27081.15,2016AREIA BRANCA
2016,SE,2800506,AREIA BRANCA,178693.102,9749.2,2016AREIA BRANCA
2017,RN,2401107,AREIA BRANCA,562037.811,20511.58,2017AREIA BRANCA
2017,SE,2800506,AREIA BRANCA,195693.705,10584.33,2017AREIA BRANCA
2018,RN,2401107,AREIA BRANCA,675718.037,24877.33,2018AREIA BRANCA
2018,SE,2800506,AREIA BRANCA,189025.418,10275.35,2018AREIA BRANCA
2015,PB,2501153,AREIA DE BARAUNAS,15199.591,8084.89,2015AREIA DE BARAUNAS
2016,PB,2501153,AREIA DE BARAUNAS,17101.806,8002.72,2016AREIA DE BARAUNAS
2017,PB,2501153,AREIA DE BARAUNAS,18677.629,8785.34,2017AREIA DE BARAUNAS
2018,PB,2501153,AREIA DE BARAUNAS,19979.166,9336.06,2018AREIA DE BARAUNAS
2015,PB,2501203,AREIAL,50276.603,7286.46,2015AREIAL
2016,PB,2501203,AREIAL,51070.275,7360.95,2016AREIAL
2017,PB,2501203,AREIAL,52057.352,7463.42,2017AREIAL
2018,PB,2501203,AREIAL,52261.801,7535.95,2018AREIAL
2015,SP,3503505,AREIAS,36969.464,9580.06,2015AREIAS
2016,SP,3503505,AREIAS,39720.322,10266.3,2016AREIAS
2017,SP,3503505,AREIAS,43617.429,11244.5,2017AREIAS
2018,SP,3503505,AREIAS,43127.618,11126.84,2018AREIAS
2015,SP,3503604,AREIOPOLIS,112788.83,10208.06,2015AREIOPOLIS
2016,SP,3503604,AREIOPOLIS,126452.595,11414.75,2016AREIOPOLIS
2017,SP,3503604,AREIOPOLIS,136809.241,12317.39,2017AREIOPOLIS
2018,SP,3503604,AREIOPOLIS,143002.102,12884.23,2018AREIOPOLIS
2015,MT,5101308,ARENAPOLIS,170542.191,17583.48,2015ARENAPOLIS
2016,MT,5101308,ARENAPOLIS,165165.651,17247.88,2016ARENAPOLIS
2017,MT,5101308,ARENAPOLIS,169760.421,17954.57,2017ARENAPOLIS
