Qtde Declarantes,Instrução,Médicas,Bens e Direitos,ano,Municipio,UF,chave,Total Rend,Total Rend por declarante,Instrução por declarante,Médicas por declarante,Bens e Direitos por declarante
19253,15821944.27,67496340.9,2781508172.0299997,2018,ILHEUS,BA,2018ILHEUSBA,1630529404.4999998,84689.62782423517,821.7911115150885,3505.7570716252017,144471.41598867706
697,193340.46999999997,588796.33,102045501.74000001,2018,ILICINEA,MG,2018ILICINEAMG,42504448.27,60981.99177905309,277.38948350071735,844.7580057388809,146406.74568149212
526,96585.7,968031.37,159300105.73999998,2018,ILOPOLIS,RS,2018ILOPOLISRS,37492170.669999994,71277.89100760456,183.62300380228135,1840.3638212927756,302851.9120532319
286,58933.24,63377.99,2868817.07,2018,IMACULADA,PB,2018IMACULADAPB,11975422.48,41872.10657342658,206.06027972027974,221.60136363636363,10030.828916083916
905,275609.41,1044873.6599999999,103454091.52,2018,IMARUI,SC,2018IMARUISC,54431871.54000001,60145.71440883978,304.54078453038676,1154.5565303867404,114313.91328176795
974,252141.68999999997,622747.1,88056184.11,2018,IMBAU,PR,2018IMBAUPR,54817169.09,56280.461078028755,258.87237166324434,639.3707392197126,90406.75986652978
7661,4241039.53,13255579.729999999,1597982064.43,2018,IMBITUBA,SC,2018IMBITUBASC,598025449.13,78061.01672497063,553.5882430492103,1730.2675538441456,208586.6159026237
2210,720285.86,2452166.39,598415845.0,2018,IMBITUVA,PR,2018IMBITUVAPR,183209624.95999998,82900.2827873303,325.9212036199095,1109.5775520361992,270776.4004524887
479,183889.97,589113.3400000001,101936603.31,2018,IMBUIA,SC,2018IMBUIASC,31608787.03,65989.11697286012,383.9039039665971,1229.8817118997913,212811.28039665968
4248,1643873.4800000002,7312923.58,538607175.6199999,2018,IMBE,RS,2018IMBERS,305456873.75,71906.04372645951,386.97586629001887,1721.4980178907722,126790.76638888886
282,43646.03999999999,171542.22,19907701.119999997,2018,IMBE DE MINAS,MG,2018IMBE DE MINASMG,11852429.16,42029.890638297875,154.7731914893617,608.305744680851,70594.68482269502
569,116803.38,490691.08,287718603.25,2018,IMIGRANTE,RS,2018IMIGRANTERS,54550785.519999996,95871.32780316344,205.27834797891038,862.374481546573,505656.5962214411
32999,34868607.37,86537668.09,4449634734.87,2018,IMPERATRIZ,MA,2018IMPERATRIZMA,2461511637.7200003,74593.5221588533,1056.6564856510804,2622.4330461529134,134841.50231431256
985,575950.98,1671207.71,82850075.17,2018,INACIOLANDIA,GO,2018INACIOLANDIAGO,49740375.23,50497.842873096444,584.7218071065989,1696.657573604061,84111.75144162436
562,144443.98,497988.83,20788878.64,2018,INAJA,PE,2018INAJAPE,30700905.630000003,54627.94596085409,257.01775800711744,886.1011209964413,36990.887259786476
224,14901.83,224219.25,42066296.48,2018,INAJA,PR,2018INAJAPR,14288182.14,63786.52741071429,66.52602678571428,1000.9787946428572,187795.9664285714
655,225544.53,1131386.49,103601493.92,2018,INCONFIDENTES,MG,2018INCONFIDENTESMG,43929377.29000001,67067.75158778628,344.34279389312974,1727.3076183206106,158170.21972519084
174,27369.0,86692.2,5548842.2,2018,INDAIABIRA,MG,2018INDAIABIRAMG,8903830.71,51171.44086206897,157.29310344827587,498.23103448275856,31889.897701149424
11271,4307282.23,15255522.040000001,3015722038.7,2018,INDAIAL,SC,2018INDAIALSC,839905075.4899999,74519.12656286043,382.15617336527373,1353.5198332002485,267564.727060598
60988,49598835.45,130933283.67,20048302411.66,2018,INDAIATUBA,SP,2018INDAIATUBASP,6253388361.110001,102534.73406424216,813.2556478323605,2146.869608283597,328725.3625575523
1076,689260.56,1124051.24,43455160.14,2018,INDEPENDENCIA,CE,2018INDEPENDENCIACE,46821038.24,43513.97605947956,640.5767286245352,1044.6572862453531,40385.8365613383
743,305732.62,979646.14,188147520.54000002,2018,INDEPENDENCIA,RS,2018INDEPENDENCIARS,64326203.43000001,86576.31686406462,411.48401076716016,1318.500861372813,253226.81095558548
813,176030.13,968227.6,84125277.22999999,2018,INDIANA,SP,2018INDIANASP,40422956.74,49720.73399753998,216.51922509225093,1190.9318573185733,103475.12574415743
625,54258.83,390148.74,263240250.95999998,2018,INDIANOPOLIS,MG,2018INDIANOPOLISMG,158951270.45000002,254322.03272000005,86.814128,624.237984,421184.40153599996
537,163819.84999999998,874260.34,160376812.4,2018,INDIANOPOLIS,PR,2018INDIANOPOLISPR,33411844.299999997,62219.44934823091,305.06489757914335,1628.045325884544,298653.28193668526
602,81651.7,730565.91,85112513.12,2018,INDIAPORA,SP,2018INDIAPORASP,38978986.25000001,64749.14659468439,135.63405315614617,1213.564634551495,141382.91215946843
1648,624461.24,2610747.4000000004,178434191.31,2018,INDIARA,GO,2018INDIARAGO,90973911.44,55202.61616504854,378.9206553398058,1584.1913834951458,108273.17433859223
458,346866.77999999997,459301.68,17270537.169999998,2018,INDIAROBA,SE,2018INDIAROBASE,33876094.160000004,73965.27109170306,757.3510480349345,1002.842096069869,37708.59644104803
217,42146.54,223280.26,36975865.16,2018,INDIAVAI,MT,2018INDIAVAIMT,18893279.72,87065.80516129031,194.22368663594472,1028.9412903225807,170395.6919815668
158,124176.0,180518.87,6643894.5,2018,INGAZEIRA,PE,2018INGAZEIRAPE,7839715.92,49618.45518987341,785.9240506329114,1142.5244936708862,42049.965189873416
191,34528.36,144921.66,28257615.270000003,2018,INGAI,MG,2018INGAIMG,9563813.09,50072.31984293194,180.77675392670156,758.7521465968587,147945.62968586388
664,323585.26,735936.28,23555822.01,2018,INGA,PB,2018INGAPB,33019517.06,49728.18834337349,487.3271987951807,1108.3377710843372,35475.63555722892
353,217764.76,394887.55,31674306.529999997,2018,INHACORA,RS,2018INHACORARS,14492662.34,41055.70067988668,616.8973371104817,1118.6616147308782,89728.91368271955
1229,693644.4,2227934.51,87655400.82999998,2018,INHAMBUPE,BA,2018INHAMBUPEBA,70156853.56,57084.50248982913,564.3973962571197,1812.8026932465418,71322.53932465418
254,417143.06,628380.49,11219426.58,2018,INHANGAPI,PA,2018INHANGAPIPA,15174855.22,59743.52448818898,1642.2955118110237,2473.938937007874,44170.97078740158
333,79836.73,225939.49,10994650.27,2018,INHAPI,AL,2018INHAPIAL,13573804.269999998,40762.17498498498,239.7499399399399,678.4969669669669,33016.967777777776
1815,733227.2,3021648.87,319365498.17,2018,INHAPIM,MG,2018INHAPIMMG,125715007.27,69264.466815427,403.98192837465564,1664.8203140495866,175958.95215977964
435,221156.7,590897.16,49990765.55,2018,INHAUMA,MG,2018INHAUMAMG,27150021.460000005,62413.84243678162,508.40620689655174,1358.3842758620692,114921.30011494253
678,595872.62,1244510.47,58684578.25,2018,INHUMA,PI,2018INHUMAPI,35231857.300000004,51964.39129793511,878.8681710914453,1835.5611651917404,86555.42514749263
7143,4300284.33,15469246.6,1297421550.48,2018,INHUMAS,GO,2018INHUMASGO,489902252.37999994,68584.94363432731,602.0277656446872,2165.6512109757805,181635.3843595128
286,205510.59999999998,390980.55,22733874.39,2018,INIMUTABA,MG,2018INIMUTABAMG,18153690.64,63474.4427972028,718.5685314685314,1367.06486013986,79489.07129370629
1004,145290.46000000002,1349721.3800000001,224935872.9,2018,INOCENCIA,MS,2018INOCENCIAMS,57806814.47,57576.50843625498,144.71161354581676,1344.3440039840639,224039.7140438247
493,119103.57,267554.81,65497345.190000005,2018,INACIO MARTINS,PR,2018INACIO MARTINSPR,30465902.35,61796.9621703854,241.58939148073026,542.7075253549696,132854.65555780934
571,116958.59999999999,427988.08,87004209.54,2018,INUBIA PAULISTA,SP,2018INUBIA PAULISTASP,35094638.38,61461.71345008757,204.831173380035,749.5412959719789,152371.6454290718
486,155780.89,374321.96,140715852.6,2018,IOMERE,SC,2018IOMERESC,39469067.85999999,81212.07378600823,320.53681069958844,770.2097942386832,289538.7913580247
1156,780059.76,2112824.85,44547944.85,2018,IPABA,MG,2018IPABAMG,59048737.160000004,51080.222456747404,674.7921799307959,1827.7031574394464,38536.284472318344
3184,2386756.74,10465279.67,1039693377.03,2018,IPAMERI,GO,2018IPAMERIGO,275745842.03,86603.59360238693,749.6095288944724,3286.834067211055,326536.8646451005
1905,463475.68,2360970.6300000004,250241396.07,2018,IPANEMA,MG,2018IPANEMAMG,116151418.61000001,60971.87328608925,243.29432020997376,1239.3546614173229,131360.3128976378
463,273918.23,362939.58999999997,16764769.47,2018,IPANGUACU,RN,2018IPANGUACURN,25873415.4,55882.10669546436,591.6160475161987,783.8868034557236,36209.00533477322
216,44829.159999999996,153950.72,9306653.600000001,2018,IPAPORANGA,CE,2018IPAPORANGACE,9285223.370000001,42987.14523148148,207.5424074074074,712.734814814815,43086.35925925926
42191,42230314.68,126249153.94999999,7826996588.5199995,2018,IPATINGA,MG,2018IPATINGAMG,3359188467.67,79618.60272735891,1000.9318262188618,2992.3242859851625,185513.41728141072
442,171883.28,419061.05,16749472.749999998,2018,IPAUMIRIM,CE,2018IPAUMIRIMCE,18060058.35,40859.860520361995,388.8761990950226,948.1019230769231,37894.73472850678
1824,573858.02,2508347.54,225978560.80999997,2018,IPAUSSU,SP,2018IPAUSSUSP,110426417.59,60540.79911732456,314.61514254385963,1375.1905372807018,123891.75483004385
141,167227.99,244060.32,7986989.37,2018,IPECAETA,BA,2018IPECAETABA,6804925.4,48261.88226950355,1186.014113475177,1730.9242553191489,56645.314680851065
3033,2464780.61,5626423.23,488669697.91999996,2018,IPERO,SP,2018IPEROSP,190856179.90999997,62926.5347543686,812.6543389383448,1855.0686547972307,161117.6056445763
1142,244763.58000000002,1349244.39,231227991.39,2018,IPEUNA,SP,2018IPEUNASP,73223424.07000001,64118.58500000001,214.32887915936954,1181.4749474605956,202476.34972854643
389,80053.53,291562.9,37306555.33,2018,IPIACU,MG,2018IPIACUMG,21057968.56,54133.59526992287,205.79313624678662,749.5190231362468,95903.74120822623
3590,2646759.71,9636050.58,296989737.78000003,2018,IPIAU,BA,2018IPIAUBA,220628037.95000002,61456.2779805014,737.2589721448468,2684.1366518105847,82726.94645682452
782,106610.03,1143263.6,133312661.02999999,2018,IPIGUA,SP,2018IPIGUASP,40407266.32,51671.69606138107,136.3299616368286,1461.9739130434784,170476.54863171355
454,128486.81000000001,741179.61,77889345.89,2018,IPIRA,SC,2018IPIRASC,30684659.97,67587.35676211453,283.0105947136564,1632.554207048458,171562.43588105726
1146,528388.0,1424655.69,162333554.05,2018,IPIRANGA,PR,2018IPIRANGAPR,65609664.25000001,57251.01592495638,461.07155322862127,1243.1550523560209,141652.31592495638
225,54616.5,250927.23,25009302.470000003,2018,IPIRANGA DE GOIAS,GO,2018IPIRANGA DE GOIASGO,10822036.38,48097.93946666667,242.74,1115.2321333333334,111152.45542222222
1186,285831.28,1493151.1600000001,211349490.56,2018,IPIRANGA DO NORTE,MT,2018IPIRANGA DO NORTEMT,90513675.89999999,76318.44510961213,241.00445193929176,1258.9807419898818,178203.61767284988
374,152012.03,506368.98,15189265.110000001,2018,IPIRANGA DO PIAUI,PI,2018IPIRANGA DO PIAUIPI,18158564.12,48552.31048128342,406.4492780748663,1353.927754010695,40613.00831550802
377,63341.42,522437.73000000004,133610852.35000001,2018,IPIRANGA DO SUL,RS,2018IPIRANGA DO SULRS,32502417.980000004,86213.3102917772,168.01437665782493,1385.7764721485412,354405.4438992043
2372,1745107.5599999998,4584327.5,207825526.51999998,2018,IPIRA,BA,2018IPIRABA,127499434.86,53751.86967116357,735.7114502529511,1932.6844435075884,87616.15789207419
348,200293.58,220729.0,10851736.88,2018,IPIXUNA,AM,2018IPIXUNAAM,19351989.12,55609.164137931046,575.5562643678161,634.278735632184,31183.151954022993
929,780645.79,1286911.24,38840566.6,2018,IPIXUNA DO PARA,PA,2018IPIXUNA DO PARAPA,47672748.199999996,51316.198277717966,840.3076318622175,1385.2650592034445,41809.00602798709
6274,4765814.76,7669548.909999999,228749704.56,2018,IPOJUCA,PE,2018IPOJUCAPE,357892638.01,57043.77398948039,759.6134459674847,1222.4336802677717,36459.94653490596
228,47626.920000000006,202901.59999999998,16670445.770000001,2018,IPORANGA,SP,2018IPORANGASP,12409515.850000001,54427.70109649123,208.89000000000001,889.919298245614,73115.99021929826
6367,3262280.1199999996,14012727.16,1531760658.6100001,2018,IPORA,GO,2018IPORAGO,408437180.46000004,64149.07813098792,512.373193026543,2200.8366828961834,240578.0836516413
1389,607012.33,1771775.69,358402489.43,2018,IPORA,PR,2018IPORAPR,120577440.44,86808.81241180706,437.01391648668107,1275.5764506839453,258029.15005759543
976,458949.69,1206212.75,327582318.87,2018,IPORA DO OESTE,SC,2018IPORA DO OESTESC,71582770.66,73343.00272540984,470.23533811475414,1235.873719262295,335637.6217930328
1648,1540720.28,1934750.03,121471938.38999999,2018,IPU,CE,2018IPUCE,91876863.82000001,55750.52416262136,934.9030825242718,1173.9988046116505,73708.70047936893
454,156080.00999999998,491526.24,60199939.20999999,2018,IPUACU,SC,2018IPUACUSC,26425520.96,58205.99330396476,343.7885682819383,1082.6569162995595,132598.98504405285
786,528658.9400000001,797345.56,37242234.07,2018,IPUBI,PE,2018IPUBIPE,40131585.23,51057.99647582697,672.5940712468195,1014.4345547073792,47381.97718829517
121,31705.879999999997,30977.34,2231290.9699999997,2018,IPUEIRA,RN,2018IPUEIRARN,6478529.539999999,53541.56644628098,262.0320661157025,256.01107438016527,18440.42123966942
902,622081.4,960587.68,45137047.160000004,2018,IPUEIRAS,CE,2018IPUEIRASCE,45629835.15,50587.40038802661,689.668957871397,1064.9530820399114,50041.07223946785
100,40355.88,83985.8,5256202.69,2018,IPUEIRAS,TO,2018IPUEIRASTO,4133823.93,41338.2393,403.55879999999996,839.858,52562.026900000004
1065,183356.52,751898.78,307232230.41,2018,IPUIUNA,MG,2018IPUIUNAMG,62663704.519999996,58839.15917370892,172.16574647887325,706.0082441314554,288480.9675211268
722,196368.96000000002,1309351.12,172994259.36,2018,IPUMIRIM,SC,2018IPUMIRIMSC,56006092.09,77570.76466759003,271.9791689750693,1813.5057063711913,239604.23734072022
507,46470.909999999996,223573.23,17758738.22,2018,IPUPIARA,BA,2018IPUPIARABA,18976458.3,37428.91183431952,91.65859960552267,440.9728402366864,35027.09708086785
2531,2322114.35,5230599.86,645676772.6400001,2018,IPUA,SP,2018IPUASP,221237756.31,87411.20359936784,917.4691228763336,2066.6139312524692,255107.37757408142
818,180394.91,1337572.1199999999,222175476.64,2018,IPE,RS,2018IPERS,55256568.28000001,67550.81696821518,220.53167481662592,1635.1737408312958,271608.16215158923
608,526157.6599999999,731075.58,43361150.78,2018,IRACEMA,CE,2018IRACEMACE,28780149.95,47335.77294407895,865.3908881578948,1202.4269407894735,71317.68220394736
292,87845.03,95127.98999999999,9672481.35,2018,IRACEMA,RR,2018IRACEMARR,16466609.84,56392.49945205479,300.8391438356164,325.7807876712329,33124.936130136986
253,28692.42,176089.65,57843026.49,2018,IRACEMA DO OESTE,PR,2018IRACEMA DO OESTEPR,17053593.32,67405.5071936759,113.40877470355731,696.0065217391304,228628.56320158104
328,104051.75,482739.06,92227271.59,2018,IRACEMINHA,SC,2018IRACEMINHASC,24949862.029999997,76066.6525304878,317.23094512195127,1471.765426829268,281180.70606707316
4926,2484502.44,8981258.3,847206495.74,2018,IRACEMAPOLIS,SP,2018IRACEMAPOLISSP,347396480.9,70523.03712951684,504.3650913520097,1823.2355460820138,171986.70234267155
204,84843.64,163640.18,7142380.790000001,2018,IRAJUBA,BA,2018IRAJUBABA,9057209.420000002,44398.08539215686,415.90019607843135,802.1577450980392,35011.67053921569
362,96974.98,467576.95999999996,16566169.160000002,2018,IRAMAIA,BA,2018IRAMAIABA,15635944.84,43193.21779005525,267.88668508287293,1291.6490607734806,45762.8982320442
1936,1228736.9,1522798.6300000001,78750352.91,2018,IRANDUBA,AM,2018IRANDUBAAM,110018054.37,56827.50742252066,634.6781508264462,786.5695402892562,40676.83518078512
1363,362950.0,1377012.51,241112409.78,2018,IRANI,SC,2018IRANISC,74982484.76,55012.82814380044,266.2876008804108,1010.2806382978723,176898.31972120324
811,331902.31,1158066.46,83692662.56,2018,IRAPURU,SP,2018IRAPURUSP,46044577.86000001,56775.06517879162,409.2506905055487,1427.9487792848333,103196.87122071517
1032,140321.11,1541326.4,159815420.27,2018,IRAPUA,SP,2018IRAPUASP,57646828.68,55859.33011627907,135.97006782945738,1493.5333333333333,154859.9033624031
789,600433.08,1144649.15,34205762.68,2018,IRAQUARA,BA,2018IRAQUARABA,43179634.35,54727.039733840305,761.0051711026616,1450.75937896071,43353.311381495565
1247,922575.75,3180380.62,50901172.9,2018,IRARA,BA,2018IRARABA,76006887.89999999,60951.794627105046,739.8362068965517,2550.425517241379,40818.90368885325
7273,2621368.08,12118487.79,1757674711.0,2018,IRATI,PR,2018IRATIPR,624924334.12,85923.87379623264,360.4245950776846,1666.2295875154682,241671.21009212153
150,47129.780000000006,146152.04,23790213.800000004,2018,IRATI,SC,2018IRATISC,9046037.030000001,60306.91353333334,314.19853333333333,974.3469333333335,158601.42533333335
638,233477.77,665638.51,26076467.610000003,2018,IRAUCUBA,CE,2018IRAUCUBACE,32009808.18,50172.113134796244,365.95261755485893,1043.3205485893416,40872.20628526646
652,289127.04,1322791.34,121788225.91,2018,IRAI,RS,2018IRAIRS,53478223.059999995,82021.81450920245,443.4463803680981,2028.8210736196318,186791.75753067483
875,181113.02000000002,953400.99,170472613.84,2018,IRAI DE MINAS,MG,2018IRAI DE MINASMG,64772035.53999999,74025.1834742857,206.9863085714286,1089.6011314285715,194825.84438857145
6826,5814126.58,15665198.6,660605698.52,2018,IRECE,BA,2018IRECEBA,484362861.46000004,70958.5205772048,851.761878113097,2294.9309405215354,96777.8638324055
762,122212.23000000001,690903.94,125420251.49,2018,IRETAMA,PR,2018IRETAMAPR,50001330.33,65618.54374015747,160.38350393700787,906.6980839895012,164593.50589238844
689,248940.77000000002,931522.56,156744644.08,2018,IRINEOPOLIS,SC,2018IRINEOPOLISSC,46806880.96999999,67934.51519593612,361.30735849056606,1351.9921044992743,227495.85497822933
663,799194.4199999999,1691352.84,24005524.790000003,2018,IRITUIA,PA,2018IRITUIAPA,37839464.589999996,57073.09892911011,1205.4214479638008,2551.0600904977373,36207.428039215694
872,211037.78,910081.2999999999,153752310.55,2018,IRUPI,ES,2018IRUPIES,59038361.72,67704.54325688073,242.01580275229358,1043.6712155963303,176321.4570527523
209,69361.18,218777.96,5056689.35,2018,ISAIAS COELHO,PI,2018ISAIAS COELHOPI,9267489.190000001,44342.05354066986,331.87167464114833,1046.7844976076553,24194.685885167462
290,91861.89,639007.95,36912248.559999995,2018,ISRAELANDIA,GO,2018ISRAELANDIAGO,15665991.650000002,54020.66086206897,316.7651379310345,2203.475689655172,127283.61572413791
886,392579.17,1850832.3900000001,160313377.35,2018,ITAARA,RS,2018ITAARARS,88182523.41,99528.80746049661,443.0916139954853,2088.975609480813,180940.60648984197
1441,1054037.74,2236933.72,80777488.58000001,2018,ITABAIANA,PB,2018ITABAIANAPB,75285792.2,52245.518528799446,731.462692574601,1552.3481748785566,56056.55002081888
7136,4834242.78,13695827.22,1310228130.38,2018,ITABAIANA,SE,2018ITABAIANASE,470580462.49000007,65944.57153727578,677.4443357623319,1919.258298766816,183608.20212724217
1536,1157919.5799999998,1856900.32,104714191.54,2018,ITABAIANINHA,SE,2018ITABAIANINHASE,77115894.34000002,50205.660377604174,753.8538932291666,1208.9194791666669,68173.30178385417
1634,785752.44,2484149.18,188948951.67,2018,ITABELA,BA,2018ITABELABA,93794459.39999999,57401.74993880049,480.8766462668299,1520.2871358629134,115635.8333353733
4932,4185511.5200000005,13236374.62,490087467.9,2018,ITABERABA,BA,2018ITABERABABA,294625863.67,59737.604150446066,848.6438605028386,2683.7742538523926,99368.91076642336
5402,2957232.83,8252645.409999999,1127446244.56,2018,ITABERAI,GO,2018ITABERAIGO,445080216.77,82391.74690299889,547.4329563124768,1527.701853017401,208709.0419400222
1856,385453.64999999997,1601285.39,276871737.37,2018,ITABERA,SP,2018ITABERASP,113692238.03,61256.59376616379,207.6797683189655,862.7615247844826,149176.58263469828
239,71836.93,253973.50000000003,12955174.020000001,2018,ITABI,SE,2018ITABISE,13057606.360000001,54634.33623430962,300.57292887029286,1062.6506276150628,54205.74903765691
19341,19564550.189999998,71824932.03999999,4362314953.51,2018,ITABIRA,MG,2018ITABIRAMG,1822048446.87,94206.52742205677,1011.5583573755233,3713.6100532547434,225547.53908846492
1234,224826.38,770268.5900000001,102661260.55000001,2018,ITABIRINHA,MG,2018ITABIRINHAMG,38301262.019999996,31038.2998541329,182.19317666126418,624.2046920583468,83193.89023500812
9046,10376701.3,19286489.33,1278014712.4099998,2018,ITABIRITO,MG,2018ITABIRITOMG,653178132.7700001,72206.29369555604,1147.103835949591,2132.0461342029625,141279.53928918857
22876,19740972.69,47999486.25,1544433384.09,2018,ITABORAI,RJ,2018ITABORAIRJ,1422843419.33,62198.08617459346,862.955616803637,2098.246470099668,67513.26211269453
26320,20471381.11,91666990.11999999,3295292094.8199997,2018,ITABUNA,BA,2018ITABUNABA,1964183740.5200002,74627.04181306991,777.7880360942249,3482.788378419453,125201.06743237081
485,170426.47,576955.98,44665842.580000006,2018,ITACAJA,TO,2018ITACAJATO,28185926.279999997,58115.31191752577,351.39478350515463,1189.5999587628867,92094.52078350517
132,30961.72,100262.95,5040945.87,2018,ITACAMBIRA,MG,2018ITACAMBIRAMG,6110743.31,46293.50992424242,234.55848484848488,759.567803030303,38188.98386363636
942,330605.27,760973.5399999999,30959383.29,2018,ITACARAMBI,MG,2018ITACARAMBIMG,46869891.59,49755.72355626327,350.961008492569,807.8275371549893,32865.587356687894
1335,412634.97,1348051.2200000002,193581464.9,2018,ITACARE,BA,2018ITACAREBA,78408607.0,58733.03895131087,309.0898651685393,1009.7761947565544,145004.84262172287
5483,5141088.680000001,9212319.85,239899768.05999997,2018,ITACOATIARA,AM,2018ITACOATIARAAM,314814141.48,57416.403698705086,937.6415611891301,1680.1604687215029,43753.377359109974
225,92197.04,177299.80000000002,4054220.1,2018,ITACURUBA,PE,2018ITACURUBAPE,11027417.9,49010.746222222224,409.7646222222222,787.9991111111111,18018.756
241,88011.5,274250.71,61324751.28999999,2018,ITACURUBI,RS,2018ITACURUBIRS,12788256.149999999,53063.30352697095,365.1929460580913,1137.9697510373444,254459.5489211618
523,147596.86,571280.28,18973234.67,2018,ITAETE,BA,2018ITAETEBA,22187095.41,42422.74456978968,282.21196940726577,1092.3141108986615,36277.695353728486
434,339883.24,843135.23,27600828.450000003,2018,ITAGI,BA,2018ITAGIBA,23393153.330000002,53901.27495391705,783.1411059907833,1942.7079032258066,63596.37891705069
728,492330.73,1379142.74,32500214.810000002,2018,ITAGIBA,BA,2018ITAGIBABA,39673642.49000001,54496.76166208792,676.2784752747252,1894.4268406593408,44643.152211538465
451,172591.2,571777.0800000001,20902774.17,2018,ITAGIMIRIM,BA,2018ITAGIMIRIMBA,20882642.999999996,46302.97782705099,382.68558758314856,1267.798403547672,46347.6145676275
429,58832.049999999996,567395.6799999999,60526028.03,2018,ITAGUAJE,PR,2018ITAGUAJEPR,31027497.300000004,72325.16853146855,137.13764568764566,1322.6006526806525,141086.3124242424
1218,395948.3,2196103.41,344133365.43,2018,ITAGUARA,MG,2018ITAGUARAMG,119224583.30000001,97885.53637110017,325.08070607553367,1803.0405665024632,282539.7088916257
371,87120.9,542565.2,46618643.19,2018,ITAGUARI,GO,2018ITAGUARIGO,18412956.189999998,49630.609676549866,234.82722371967654,1462.4398921832883,125656.72018867923
546,207316.28999999998,1258796.84,90109407.3,2018,ITAGUARU,GO,2018ITAGUARUGO,29934131.279999997,54824.41626373626,379.7001648351648,2305.4887179487177,165035.5445054945
298,116413.52,655043.39,14911656.96,2018,ITAGUATINS,TO,2018ITAGUATINSTO,18796378.05,63075.094127516786,390.6493959731544,2198.1321812080537,50039.11731543624
1214,229202.15999999997,1429244.1300000001,188422346.89,2018,ITAGUACU,ES,2018ITAGUACUES,76658015.66,63144.98818780889,188.79914332784182,1177.301589785832,155207.86399505765
202,36525.299999999996,150819.15000000002,2325258.5300000003,2018,ITAGUACU DA BAHIA,BA,2018ITAGUACU DA BAHIABA,7950092.26,39356.89237623762,180.81831683168315,746.6294554455446,11511.180841584159
15136,13950916.120000001,33124049.4,1226550095.6000001,2018,ITAGUAI,RJ,2018ITAGUAIRJ,1040236599.87,68725.99100621036,921.7042891120508,2188.4282108879493,81035.28644291755
293,224666.1,441010.56,7046308.930000001,2018,ITAINOPOLIS,PI,2018ITAINOPOLISPI,15606256.549999999,53263.6742320819,766.7784982935153,1505.155494880546,24048.835938566557
223,63624.97,54662.65,716405.6599999999,2018,ITAIPAVA DO GRAJAU,MA,2018ITAIPAVA DO GRAJAUMA,9625786.459999999,43164.961704035864,285.31376681614347,245.12399103139012,3212.5814349775783
1187,240435.93,979405.6799999999,245062930.34,2018,ITAIPULANDIA,PR,2018ITAIPULANDIAPR,86623994.26,72977.24874473464,202.557649536647,825.1100926705981,206455.71216512215
517,189188.23,393881.78,30177736.23,2018,ITAIPE,MG,2018ITAIPEMG,22138014.15,42820.14342359768,365.93468085106383,761.8603094777563,58370.86311411992
2894,2021154.7200000002,3437040.3000000003,93694923.60999998,2018,ITAITINGA,CE,2018ITAITINGACE,135840182.26000002,46938.55641326884,698.3948583275743,1187.6435038009674,32375.57830338631
9555,10300722.1,14482366.72,766432392.83,2018,ITAITUBA,PA,2018ITAITUBAPA,519412559.0,54360.28874934589,1078.0452223966508,1515.6846384092098,80212.70463945578
270,53926.54,259823.47,14432985.299999999,2018,ITAICABA,CE,2018ITAICABACE,13966580.38,51728.075481481486,199.72792592592594,962.3091481481481,53455.50111111111
1852,649324.48,1745377.96,384885544.81000006,2018,ITAIOPOLIS,SC,2018ITAIOPOLISSC,140553463.78,75892.79901727862,350.60717062634984,942.4287041036716,207821.56847192228
47985,28855730.16,87599075.69000001,11807108441.480001,2018,ITAJAI,SC,2018ITAJAISC,4149543007.09,86475.83634656663,601.3489665520475,1825.5512283005107,246058.31908888195
2910,653833.02,2826828.04,697901384.32,2018,ITAJOBI,SP,2018ITAJOBISP,237101436.57000002,81478.15689690723,224.68488659793815,971.4185704467354,239828.6544054983
327,52043.600000000006,278461.29,54870998.4,2018,ITAJU,SP,2018ITAJUSP,22909222.73,70058.78510703365,159.1547400611621,851.5635779816513,167801.21834862386
196,22496.0,202426.04,9350126.370000001,2018,ITAJU DO COLONIA,BA,2018ITAJU DO COLONIABA,9286455.68,47379.87591836734,114.77551020408163,1032.785918367347,47704.72637755103
16470,10932155.69,40566011.89,3986089159.35,2018,ITAJUBA,MG,2018ITAJUBAMG,1521732924.0299997,92394.22732422585,663.761729811779,2463.024401335762,242021.1997176685
1128,866553.86,3804513.73,68177984.02,2018,ITAJUIPE,BA,2018ITAJUIPEBA,77074703.7,68328.6380319149,768.2215070921985,3372.7958599290782,60441.47519503546
626,256388.44999999998,1171687.4500000002,130115764.42,2018,ITAJA,GO,2018ITAJAGO,42228743.04,67458.0559744409,409.566214057508,1871.7051916932908,207852.65881789138
279,187824.88,424767.2,13275610.17,2018,ITAJA,RN,2018ITAJARN,16071507.349999998,57603.96899641576,673.2074551971326,1522.4630824372762,47582.83215053764
1397,1124660.04,2721386.51,139969223.56,2018,ITALVA,RJ,2018ITALVARJ,95386775.77000001,68279.72496062993,805.0537151037938,1948.0218396564067,100192.71550465282
5331,2306183.8200000003,8055629.6,543558838.25,2018,ITAMARAJU,BA,2018ITAMARAJUBA,273326255.69,51271.10404989683,432.5987281935847,1511.0916525980117,101961.89049896829
2091,632698.77,2398986.0,226675142.97,2018,ITAMARANDIBA,MG,2018ITAMARANDIBAMG,110108437.59,52658.26761836442,302.5819081779053,1147.2912482065997,108405.13771879482
