Qtde Declarantes,Instrução,Médicas,Bens e Direitos,ano,Municipio,UF,chave,Total Rend,Total Rend por declarante,Instrução por declarante,Médicas por declarante,Bens e Direitos por declarante
836,605363.8999999999,580613.55,41151643.1,2015,MARCO,CE,2015MARCOCE,33447966.379999995,40009.52916267942,724.1194976076555,694.5138157894737,49224.453468899526
334,164506.90000000002,198228.15,10014536.22,2015,MARCOLANDIA,PI,2015MARCOLANDIAPI,14866596.96,44510.76934131737,492.535628742515,593.4974550898203,29983.641377245513
187,86762.36,236543.22999999998,4412607.37,2015,MARCOS PARENTE,PI,2015MARCOS PARENTEPI,8666582.66,46345.36181818182,463.9698395721925,1264.9370588235295,23596.830855614975
8243,3867682.0900000003,11914690.209999999,2293099636.9700003,2015,MARECHAL CANDIDO RONDON,PR,2015MARECHAL CANDIDO RONDONPR,673821618.3299999,81744.70682154555,469.20806623802014,1445.4313004973917,278187.5090343321
3664,3252898.16,8226908.699999999,298982972.52,2015,MARECHAL DEODORO,AL,2015MARECHAL DEODOROAL,250152426.00000003,68273.0420305677,887.7997161572052,2245.3353438864624,81600.15625545851
1583,404040.01,1844512.26,310595197.74,2015,MARECHAL FLORIANO,ES,2015MARECHAL FLORIANOES,103310549.58999999,65262.50763739734,255.2368982943778,1165.2004169298798,196206.69471888817
281,58146.59,64045.72,3933123.13,2015,MARECHAL THAUMATURGO,AC,2015MARECHAL THAUMATURGOAC,11692237.149999999,41609.38487544483,206.92736654804267,227.92071174377224,13996.879466192171
140,51778.9,83584.36,24201776.150000002,2015,MAREMA,SC,2015MAREMASC,8245417.930000001,58895.84235714286,369.8492857142857,597.0311428571429,172869.82964285716
571,186764.02,315854.58999999997,22283389.48,2015,MARI,PB,2015MARIPB,25626397.679999996,44879.8558318739,327.08234676007004,553.1604028021015,39025.20049036778
349,149741.24,146082.92,76635947.00999999,2015,MARIA HELENA,PR,2015MARIA HELENAPR,25559140.25,73235.35888252148,429.05799426934095,418.5757020057307,219587.24071633237
792,653343.87,1151943.6,127090416.09,2015,MARIA DA FE,MG,2015MARIA DA FEMG,57134364.16,72139.34868686867,824.9291287878789,1454.4742424242424,160467.69708333333
5073,1923038.93,5375781.13,1383189883.3700001,2015,MARIALVA,PR,2015MARIALVAPR,340665981.34,67152.76588606345,379.0733155923516,1059.6848275182338,272657.18181943626
8995,10711598.87,16022400.2,1152247030.35,2015,MARIANA,MG,2015MARIANAMG,593502137.9799999,65981.33829683156,1190.8392295719843,1781.2562757087271,128098.61371317397
245,73698.51,246443.27,21563900.48,2015,MARIANA PIMENTEL,RS,2015MARIANA PIMENTELRS,13035613.49,53206.58567346939,300.81024489795914,1005.8908979591837,88015.92032653061
161,34856.2,113262.27,24142796.610000003,2015,MARIANO MORO,RS,2015MARIANO MORORS,10934935.22,67918.85229813664,216.49813664596272,703.4923602484472,149955.25844720498
241,49727.54,173816.99,37528688.410000004,2015,MARIANOPOLIS DO TOCANTINS,TO,2015MARIANOPOLIS DO TOCANTINSTO,14069073.450000001,58377.89813278009,206.33834024896265,721.2323236514524,155720.6987966805
459,176572.96,746691.9199999999,38430790.76,2015,MARIBONDO,AL,2015MARIBONDOAL,22442582.48,48894.51520697168,384.6905446623094,1626.7797821350762,83727.21298474945
24172,21127279.42,55192339.879999995,2362746526.82,2015,MARICA,RJ,2015MARICARJ,1750576629.54,72421.67092255501,874.0393604170114,2283.3170560979643,97747.24999255338
174,72210.38,202665.33000000002,16996351.099999998,2015,MARILAC,MG,2015MARILACMG,7727797.870000001,44412.63143678161,415.002183908046,1164.7432758620691,97680.17873563217
317,117530.9,226955.1,34181836.330000006,2015,MARILENA,PR,2015MARILENAPR,17178223.81,54189.980473186115,370.7599369085173,715.9466876971609,107829.13668769717
599,109511.87,375930.05,95645253.77000001,2015,MARILUZ,PR,2015MARILUZPR,39276381.58,65569.91916527545,182.82449081803003,627.5960767946577,159674.8810851419
893,224426.36,1320873.09,171709330.28000003,2015,MARILANDIA,ES,2015MARILANDIAES,73282062.47,82062.77992161254,251.3173124300112,1479.1411982082868,192283.68452407615
788,235763.16,701146.4600000001,139702589.46,2015,MARILANDIA DO SUL,PR,2015MARILANDIA DO SULPR,46735250.86,59308.69398477157,299.1918274111675,889.7797715736041,177287.55007614213
87034,47615609.31,150898890.77,29726829423.37,2015,MARINGA,PR,2015MARINGAPR,8397133220.920001,96481.06740951813,547.0920480501873,1733.792434795597,341554.2135644691
189,32949.0,109175.51000000001,27035081.049999997,2015,MARINOPOLIS,SP,2015MARINOPOLISSP,13361047.870000001,70693.37497354497,174.33333333333334,577.648201058201,143042.75687830686
998,118480.55,936492.59,308321573.47999996,2015,MARIPA,PR,2015MARIPAPR,85078007.72,85248.50472945893,118.71798597194389,938.3693286573146,308939.4523847695
156,37013.770000000004,222870.05,15655123.959999999,2015,MARIPA DE MINAS,MG,2015MARIPA DE MINASMG,7529425.41,48265.5475,237.26775641025642,1428.6541666666665,100353.35871794872
5075,4433287.45,8258294.18,120779400.57999998,2015,MARITUBA,PA,2015MARITUBAPA,256505176.81000003,50542.89198226601,873.5541773399015,1627.2500847290642,23798.89666600985
263,85285.47,117525.01999999999,7660253.92,2015,MARIZOPOLIS,PB,2015MARIZOPOLISPB,10839100.479999999,41213.30980988593,324.2793536121673,446.8631939163498,29126.440760456273
385,110058.32,241646.62,60584671.36,2015,MARIAPOLIS,SP,2015MARIAPOLISSP,22956282.339999996,59626.70737662337,285.86576623376624,627.6535584415584,157362.78275324675
725,133747.04,832062.39,176231358.06,2015,MARIOPOLIS,PR,2015MARIOPOLISPR,43720218.970000006,60303.75030344829,184.478675862069,1147.6722620689657,243077.7352551724
217,163321.07,331565.13,26129686.450000003,2015,MARLIERIA,MG,2015MARLIERIAMG,11404445.200000001,52555.0470046083,752.6316589861752,1527.9499078341014,120413.30161290323
1244,487273.48,1035796.95,252055830.73,2015,MARMELEIRO,PR,2015MARMELEIROPR,72005887.64,57882.546334405146,391.69893890675235,832.6342041800643,202617.2272749196
139,34400.060000000005,74594.86,11456984.66,2015,MARMELOPOLIS,MG,2015MARMELOPOLISMG,6426592.850000001,46234.4809352518,247.4824460431655,536.6536690647481,82424.35007194245
427,65280.16,219239.81,70508105.05999999,2015,MARQUES DE SOUZA,RS,2015MARQUES DE SOUZARS,21868981.89,51215.41426229508,152.8809367681499,513.4421779859484,165124.36782201403
179,26770.75,65672.35,31144811.04,2015,MARQUINHO,PR,2015MARQUINHOPR,10050543.790000001,56148.28932960894,149.5572625698324,366.8846368715084,173993.35776536312
981,293232.56,1151920.51,184529839.1,2015,MARTINHO CAMPOS,MG,2015MARTINHO CAMPOSMG,62076257.58,63278.55003058104,298.91188583078485,1174.230897043833,188103.8115188583
552,137624.85,556769.66,32616088.33,2015,MARTINS,RN,2015MARTINSRN,23912453.930000003,43319.66291666667,249.3203804347826,1008.640688405797,59087.116539855066
300,53186.6,187657.69,31120456.54,2015,MARTINS SOARES,MG,2015MARTINS SOARESMG,13632523.11,45441.74369999999,177.28866666666667,625.5256333333333,103734.85513333333
291,88976.63,100787.53,9206317.089999998,2015,MARTINOPOLE,CE,2015MARTINOPOLECE,9503208.01,32657.072199312715,305.7616151202749,346.3489003436426,31636.8284879725
2923,1089928.86,3569440.0100000002,363000068.13000005,2015,MARTINOPOLIS,SP,2015MARTINOPOLISSP,192647334.06,65907.40132056107,372.8802121108451,1221.15634964078,124187.50192610334
896,1246138.8900000001,1124630.8199999998,28478714.51,2015,MARUIM,SE,2015MARUIMSE,47930493.150000006,53493.853962053574,1390.7800111607144,1255.168325892857,31784.279587053577
422,83834.09,293859.51,51106993.35,2015,MARUMBI,PR,2015MARUMBIPR,26080662.8,61802.51848341232,198.65898104265403,696.3495497630331,121106.61931279622
183,95282.5,296646.26,33005442.790000003,2015,MARZAGAO,GO,2015MARZAGAOGO,12505286.64,68334.89967213116,520.6693989071039,1621.0178142076502,180357.61087431695
43111,19907573.57,64638967.85,9664570505.73,2015,MARILIA,SP,2015MARILIASP,3851234059.79,89332.97904919858,461.7748038783605,1499.3613660086753,224178.7596142516
374,85153.0,167620.09,15475357.01,2015,MASCOTE,BA,2015MASCOTEBA,15575963.680000002,41646.961711229946,227.6818181818182,448.1820588235294,41377.959919786095
1196,1081701.97,798163.58,33268431.59,2015,MASSAPE,CE,2015MASSAPECE,39108396.12,32699.327859531764,904.4330852842809,667.3608528428093,27816.414372909698
80,48808.490000000005,86651.96,1390278.48,2015,MASSAPE DO PIAUI,PI,2015MASSAPE DO PIAUIPI,2559089.44,31988.618000000002,610.106125,1083.1495,17378.480999999996
265,111712.58,106284.42,8494638.7,2015,MASSARANDUBA,PB,2015MASSARANDUBAPB,8724737.290000001,32923.536943396226,421.55690566037737,401.0732830188679,32055.240377358492
2054,625565.9099999999,1964537.86,333302830.34000003,2015,MASSARANDUBA,SC,2015MASSARANDUBASC,139021030.29,67683.07219571568,304.5598393378773,956.4449172346641,162270.12187926
399,44724.060000000005,371144.33,70589777.37,2015,MATA,RS,2015MATARS,26084339.590000004,65374.2846867168,112.09037593984964,930.1862907268171,176916.7352631579
645,115492.94,487055.05,13017153.690000001,2015,MATA GRANDE,AL,2015MATA GRANDEAL,22738392.21,35253.32125581396,179.05882170542637,755.1241085271317,20181.633627906976
354,360271.26,315502.49000000005,8726898.98,2015,MATA ROMA,MA,2015MATA ROMAMA,16486726.989999998,46572.675112994344,1017.7154237288136,891.2499717514125,24652.257005649717
362,98637.02,152865.14,9590099.99,2015,MATA VERDE,MG,2015MATA VERDEMG,14483498.090000002,40009.66323204421,272.477955801105,422.2793922651934,26491.988922651934
3310,3333710.58,5001620.84,314881859.42,2015,MATA DE SAO JOAO,BA,2015MATA DE SAO JOAOBA,183724393.99,55505.85921148037,1007.1633172205438,1511.0636978851965,95130.47112386707
186,73229.5,144787.86,5920324.62,2015,MATARACA,PB,2015MATARACAPB,7692191.65,41355.86908602151,393.70698924731187,778.4293548387096,31829.702258064517
67,4731.5,18972.16,2061783.19,2015,MATEIROS,TO,2015MATEIROSTO,2676914.46,39953.9471641791,70.61940298507463,283.16656716417907,30772.88343283582
1860,758991.65,3118032.44,438766356.08,2015,MATELANDIA,PR,2015MATELANDIAPR,128492480.36,69081.97868817205,408.06002688172043,1676.3615268817205,235895.8903655914
157,32895.3,123133.94,9132695.030000001,2015,MATERLANDIA,MG,2015MATERLANDIAMG,7151497.649999999,45550.940445859866,209.52420382165604,784.2926114649681,58170.03203821657
2644,1913878.22,3429024.39,296096823.54,2015,MATEUS LEME,MG,2015MATEUS LEMEMG,173806831.67000002,65736.32060136157,723.8571180030257,1296.907863086233,111988.20860060514
148,94194.67,124705.06000000001,6730211.54,2015,MATHIAS LOBATO,MG,2015MATHIAS LOBATOMG,6564697.230000001,44356.06236486487,636.450472972973,842.6017567567568,45474.402297297296
1630,663038.8099999999,2349918.8000000003,243740183.2,2015,MATIAS BARBOSA,MG,2015MATIAS BARBOSAMG,103043070.61,63216.60773619632,406.7722760736196,1441.6679754601228,149533.85472392637
202,82183.48,95988.83,4753893.09,2015,MATIAS CARDOSO,MG,2015MATIAS CARDOSOMG,7051481.94,34908.32643564357,406.84891089108913,475.19222772277226,23534.12420792079
330,195304.5,300207.45999999996,3125937.58,2015,MATIAS OLIMPIO,PI,2015MATIAS OLIMPIOPI,12445297.88,37713.023878787884,591.8318181818181,909.7195757575757,9472.538121212121
182,138586.45,140377.33,10728494.89,2015,MATINA,BA,2015MATINABA,6732759.879999999,36993.186153846145,761.4640109890111,771.3040109890109,58947.77412087912
491,303020.52,448758.25,7180878.97,2015,MATINHA,MA,2015MATINHAMA,20535209.94,41823.238167006115,617.149735234216,913.9679226069247,14625.008085539715
67,12095.5,31125.88,1738700.5799999998,2015,MATINHAS,PB,2015MATINHASPB,2593056.4899999998,38702.33567164179,180.52985074626866,464.5653731343284,25950.75492537313
4539,1446252.5799999998,4579158.54,698185674.36,2015,MATINHOS,PR,2015MATINHOSPR,299212511.79,65920.35950429611,318.6280193875303,1008.8474421678783,153819.2717250496
1117,636239.15,1413111.98,159447559.82999998,2015,MATIPO,MG,2015MATIPOMG,74127963.26,66363.44069829902,569.5963742166517,1265.0957743957028,142746.24872873767
261,68581.14,346092.61000000004,60186102.68,2015,MATO CASTELHANO,RS,2015MATO CASTELHANORS,18059873.459999997,69194.91747126436,262.76298850574716,1326.0253256704982,230598.09455938695
49,1452.0,5130.0,2298297.5,2015,MATO GROSSO,PB,2015MATO GROSSOPB,1541902.45,31467.39693877551,29.63265306122449,104.6938775510204,46904.0306122449
369,117841.72,291561.06,66887379.370000005,2015,MATO LEITAO,RS,2015MATO LEITAORS,21462323.819999997,58163.47918699186,319.3542547425474,790.1383739837398,181266.6107588076
196,10548.0,55475.98,25111649.09,2015,MATO QUEIMADO,RS,2015MATO QUEIMADORS,8917087.39,45495.34382653062,53.816326530612244,283.04071428571433,128120.65862244897
157,19159.21,47564.85,23180973.599999998,2015,MATO RICO,PR,2015MATO RICOPR,8888736.55,56616.15636942675,122.03318471337579,302.96082802547767,147649.51337579614
516,105372.69,336619.12,24178874.900000002,2015,MATO VERDE,MG,2015MATO VERDEMG,22901662.180000003,44383.06624031008,204.21063953488374,652.3626356589147,46858.28468992249
154,23633.350000000002,110690.23,15859015.63,2015,MATOS COSTA,SC,2015MATOS COSTASC,8151912.079999999,52934.49402597402,153.4633116883117,718.7677272727274,102980.62097402598
4265,2831195.39,5713185.81,399429459.96000004,2015,MATOZINHOS,MG,2015MATOZINHOSMG,253198198.93,59366.51792028137,663.8207245017585,1339.551186400938,93652.86282766706
316,70734.89,480423.63,22572368.089999996,2015,MATRINCHA,GO,2015MATRINCHAGO,14525783.04,45967.66784810126,223.84458860759491,1520.3279430379746,71431.54458860759
777,345850.01999999996,596033.19,5286167.750000001,2015,MATRIZ DE CAMARAGIBE,AL,2015MATRIZ DE CAMARAGIBEAL,29367274.28,37795.71979407979,445.1094208494208,767.0954826254826,6803.304697554699
2002,566186.16,1673706.69,554659469.8,2015,MATUPA,MT,2015MATUPAMT,109635845.49,54763.159585414585,282.81026973026974,836.0173276723276,277052.68221778225
132,56003.63,70112.26,2799653.02,2015,MATUREIA,PB,2015MATUREIAPB,4968588.65,37640.823106060605,424.2699242424242,531.1534848484848,21209.492575757577
411,81386.68000000001,234864.0,85607565.74999999,2015,MATUTINA,MG,2015MATUTINAMG,22133355.26,53852.44588807786,198.0211192214112,571.4452554744526,208290.91423357662
15419,5578994.57,17688900.78,3513374258.0299997,2015,MATAO,SP,2015MATAOSP,1246109106.08,80816.46709125105,361.8259660159543,1147.2145262338674,227860.0595388806
467,453322.05,612336.27,32048115.92,2015,MATOES,MA,2015MATOESMA,21511072.88,46062.25456102784,970.711027837259,1311.2125695931477,68625.51588865097
96,18859.5,55055.03,2802554.08,2015,MATOES DO NORTE,MA,2015MATOES DO NORTEMA,3209641.3499999996,33433.7640625,196.453125,573.4898958333333,29193.27166666667
1765,598143.9400000001,2387177.97,47711035.980000004,2015,MAURILANDIA,GO,2015MAURILANDIAGO,65413344.49000002,37061.38498016998,338.89175070821534,1352.5087648725214,27031.748430594904
94,24857.5,57766.78,3794395.73,2015,MAURILANDIA DO TOCANTINS,TO,2015MAURILANDIA DO TOCANTINSTO,3561860.98,37892.13808510639,264.4414893617021,614.5402127659574,40365.91202127659
1841,802983.84,1454500.1600000001,48664165.42,2015,MAURITI,CE,2015MAURITICE,62927682.53,34181.250695274306,436.1672134709397,790.0598370450842,26433.549929386205
63046,68818494.16,119031994.11999999,6060498346.29,2015,MAUA,SP,2015MAUASP,3729155346.0899997,59149.75329267518,1091.5600380674427,1888.0181791073185,96128.1976063509
477,225451.27000000002,357613.35,95437859.34,2015,MAUA DA SERRA,PR,2015MAUA DA SERRAPR,38021275.71,79709.17339622641,472.64417190775686,749.7135220125787,200079.36968553462
1832,436339.5,664868.6900000001,55912700.66,2015,MAUES,AM,2015MAUESAM,73395771.91,40063.19427401746,238.17658296943233,362.9195906113537,30520.03311135371
218,68293.03,114536.43,7822768.6,2015,MAXARANGUAPE,RN,2015MAXARANGUAPERN,10421718.19,47806.04674311927,313.27077981651377,525.3964678899083,35884.25963302752
374,94682.22,461900.04000000004,101494758.63000001,2015,MAXIMILIANO DE ALMEIDA,RS,2015MAXIMILIANO DE ALMEIDARS,21481439.89,57437.005053475936,253.16101604278072,1235.0268449197863,271376.35997326206
660,1439191.79,2060694.7899999998,3995107.46,2015,MAZAGAO,AP,2015MAZAGAOAP,34155794.71,51751.204106060606,2180.593621212121,3122.264833333333,6053.193121212121
384,95345.45,98875.06999999999,29437083.31,2015,MACAMBARA,RS,2015MACAMBARARS,15078876.34,39267.907135416666,248.2954427083333,257.48716145833333,76659.07111979165
139,47538.5,98140.89,29387873.55,2015,MEDEIROS,MG,2015MEDEIROSMG,7737535.12,55665.720287769786,342.00359712230215,706.0495683453238,211423.55071942447
1576,448473.55,1744703.69,142411114.52,2015,MEDEIROS NETO,BA,2015MEDEIROS NETOBA,78267246.51,49661.958445431475,284.5644352791878,1107.0454885786803,90362.38230964467
6785,2528429.0500000003,11180223.62,1889385225.04,2015,MEDIANEIRA,PR,2015MEDIANEIRAPR,572189774.98,84331.58068975683,372.6498231392778,1647.7853529845245,278465.02948268235
1058,172578.15000000002,542833.02,79743663.17999999,2015,MEDICILANDIA,PA,2015MEDICILANDIAPA,54767518.01000001,51765.13989603026,163.11734404536864,513.0746880907373,75372.08240075615
1067,393843.75,1321695.5399999998,75805747.53,2015,MEDINA,MG,2015MEDINAMG,52970072.25,49643.92900656045,369.11316776007493,1238.702474226804,71045.68653233365
859,269089.37,1069623.31,166508018.05999997,2015,MELEIRO,SC,2015MELEIROSC,51599279.74,60069.01017462165,313.25887077997675,1245.195937136205,193839.36910360883
328,194980.37,267901.07,7911301.54,2015,MELGACO,PA,2015MELGACOPA,17890124.27,54543.06179878049,594.4523475609756,816.7715548780488,24119.821768292684
2240,1258912.41,3585073.61,197868976.99,2015,MENDES,RJ,2015MENDESRJ,136928223.6,61128.67124999999,562.01446875,1600.4792901785713,88334.36472767858
450,56495.38,309485.93,53791695.33,2015,MENDES PIMENTEL,MG,2015MENDES PIMENTELMG,19066991.98,42371.09328888889,125.54528888888888,687.7465111111112,119537.10073333331
549,157991.31,630184.43,62191631.34,2015,MENDONCA,SP,2015MENDONCASP,31904271.77,58113.42763205829,287.78016393442624,1147.8769216757742,113281.66
571,67260.55,930163.51,140820387.66,2015,MERCEDES,PR,2015MERCEDESPR,43478605.76,76144.66858143608,117.79430823117339,1629.0078984238178,246620.64388791594
363,245190.27,745004.18,81111957.38000001,2015,MERCES,MG,2015MERCESMG,39948135.78,110049.96082644629,675.4552892561984,2052.3531129476582,223448.91840220388
431,131994.57,413065.26,49660869.99,2015,MERIDIANO,SP,2015MERIDIANOSP,25685518.04,59595.1694663573,306.2519025522042,958.3880742459397,115222.43617169374
348,183526.76,297545.19,19276393.02,2015,MERUOCA,CE,2015MERUOCACE,15791273.22,45377.221896551724,527.3757471264369,855.0149137931035,55391.93396551724
424,191926.84,477472.75,24773538.04,2015,MESQUITA,MG,2015MESQUITAMG,20752258.790000003,48944.00658018869,452.6576415094339,1126.1149764150944,58428.15575471698
21121,23120364.65,50419519.12,1178565551.83,2015,MESQUITA,RJ,2015MESQUITARJ,1303809322.1599998,61730.47309123621,1094.6624047156859,2387.174808010984,55800.65109748591
399,226690.99000000002,555255.5,6722664.199999999,2015,MESSIAS,AL,2015MESSIASAL,15818203.85,39644.62117794486,568.1478446115287,1391.6177944862154,16848.78245614035
130,47605.66,24432.47,5921338.42,2015,MESSIAS TARGINO,RN,2015MESSIAS TARGINORN,6128422.14,47141.70876923077,366.19738461538464,187.94207692307694,45548.75707692307
235,35844.74,154218.11,21389329.21,2015,MESOPOLIS,SP,2015MESOPOLISSP,11710554.749999998,49832.147872340414,152.5308085106383,656.2472765957447,91018.42217021277
687,510265.74999999994,683897.87,9114201.139999999,2015,MIGUEL ALVES,PI,2015MIGUEL ALVESPI,29100294.49,42358.50726346434,742.744905385735,995.4845269286755,13266.66832605531
769,711744.53,1842483.0999999999,61568393.73,2015,MIGUEL CALMON,BA,2015MIGUEL CALMONBA,47744001.77,62085.82804941483,925.5455526657998,2395.946814044213,80062.93072821846
37,17787.420000000002,46653.01,921632.23,2015,MIGUEL LEAO,PI,2015MIGUEL LEAOPI,1567554.67,42366.34243243243,480.7410810810811,1260.892162162162,24908.979189189187
4191,2103063.96,9856449.52,610099958.91,2015,MIGUEL PEREIRA,RJ,2015MIGUEL PEREIRARJ,328364312.04999995,78349.87164161298,501.8048103078024,2351.8132951562875,145573.83891911237
2833,1305498.02,3123718.5,349881928.53999996,2015,MIGUELOPOLIS,SP,2015MIGUELOPOLISSP,162170552.75,57243.400194140486,460.8182209671726,1102.6186021884928,123502.26916343099
359,86125.87,385545.65,16970688.189999998,2015,MILAGRES,BA,2015MILAGRESBA,14287433.19,39797.86403899721,239.90493036211697,1073.9433147632312,47272.111949860715
1270,754014.3,1199296.73,34304169.85,2015,MILAGRES,CE,2015MILAGRESCE,61839241.199999996,48692.31590551181,593.7120472440945,944.3281338582677,27011.157362204725
78,24249.199999999997,9985.48,1788599.0,2015,MILAGRES DO MARANHAO,MA,2015MILAGRES DO MARANHAOMA,2325769.2199999997,29817.5541025641,310.8871794871795,128.01897435897433,22930.756410256414
419,471155.5,462268.48,27505826.15,2015,MILHA,CE,2015MILHACE,19121890.139999997,45636.969307875894,1124.4761336515512,1103.266062052506,65646.36312649163
92,27423.5,44442.94,2391146.3,2015,MILTON BRANDAO,PI,2015MILTON BRANDAOPI,3512538.65,38179.76793478261,298.08152173913044,483.0754347826087,25990.720652173914
102,49799.5,111156.98999999999,26111545.490000002,2015,MIMOSO DE GOIAS,GO,2015MIMOSO DE GOIASGO,5210437.31,51082.718725490195,488.23039215686276,1089.7744117647057,255995.54401960783
2061,682688.91,3635308.39,234960099.14000002,2015,MIMOSO DO SUL,ES,2015MIMOSO DO SULES,131017583.02,63569.90927704998,331.2415866084425,1763.856569626395,114002.95931101407
136,47492.55,104859.76,19772579.189999998,2015,MINADOR DO NEGRAO,AL,2015MINADOR DO NEGRAOAL,7233656.32,53188.64941176471,349.20992647058824,771.0276470588235,145386.61169117645
1063,208085.02000000002,1228966.8499999999,57081751.43,2015,MINAS NOVAS,MG,2015MINAS NOVASMG,54840382.89,51590.2002728128,195.7526058325494,1156.1306208842898,53698.73135465663
860,210178.06,706362.14,40942175.65,2015,MINAS DO LEAO,RS,2015MINAS DO LEAORS,40899556.96000001,47557.62437209303,244.3930930232558,821.3513255813953,47607.18098837209
3376,3738835.0,7005420.47,351269620.13,2015,MINACU,GO,2015MINACUGO,202739137.32,60053.06200236966,1107.4748222748815,2075.0653050947867,104049.05809537915
260,30436.99,297852.85,36180297.260000005,2015,MINDURI,MG,2015MINDURIMG,16380468.890000002,63001.803423076926,117.06534615384615,1145.5878846153846,139154.98946153847
9149,6423339.91,16963963.169999998,1493932475.69,2015,MINEIROS,GO,2015MINEIROSGO,701930724.71,76722.12533719534,702.0810919226145,1854.1876893649578,163289.15462782816
1331,386136.85,620498.5499999999,167173968.95000002,2015,MINEIROS DO TIETE,SP,2015MINEIROS DO TIETESP,72406425.52999999,54400.01918106686,290.1103305785124,466.1897445529677,125600.27719759582
375,100662.55,387739.73,37076642.58,2015,MINISTRO ANDREAZZA,RO,2015MINISTRO ANDREAZZARO,21944544.96,58518.78656000001,268.4334666666667,1033.9726133333334,98871.04688
369,43068.08,163713.69999999998,54396277.82,2015,MIRA ESTRELA,SP,2015MIRA ESTRELASP,23077228.56,62539.91479674796,116.71566395663957,443.66856368563685,147415.38704607045
499,166161.27,374532.51999999996,21403127.18,2015,MIRABELA,MG,2015MIRABELAMG,20129728.849999998,40340.137975951904,332.98851703406814,750.5661723446893,42892.03843687374
1511,456410.63,1389178.13,177505275.28,2015,MIRACATU,SP,2015MIRACATUSP,82866588.81,54842.216287227,302.0586565188617,919.3766578424884,117475.3641826605
2786,2156334.8699999996,6005493.3100000005,320274185.98999995,2015,MIRACEMA,RJ,2015MIRACEMARJ,219899087.93,78930.03874012921,773.9895441493179,2155.597024407753,114958.43000358937
2062,1685420.3699999999,4150312.1900000004,147098052.01,2015,MIRACEMA DO TOCANTINS,TO,2015MIRACEMA DO TOCANTINSTO,119910938.25,58152.73435984481,817.3716634335597,2012.7605189136762,71337.56159553833
475,350144.17,473909.06,11171466.96,2015,MIRADOR,MA,2015MIRADORMA,21408716.099999998,45070.9812631579,737.1456210526316,997.7032842105264,23518.877810526315
112,21766.12,54845.63,10131322.14,2015,MIRADOR,PR,2015MIRADORPR,6192976.39,55294.43205357143,194.34035714285713,489.69312499999995,90458.23339285715
468,201548.8,565644.83,49616133.20000001,2015,MIRADOURO,MG,2015MIRADOUROMG,28334392.830000002,60543.57442307693,430.65982905982906,1208.6427991452993,106017.37863247865
371,216080.21,653266.0599999999,39851582.96,2015,MIRAGUAI,RS,2015MIRAGUAIRS,20379178.04,54930.39902964959,582.4264420485175,1760.824959568733,107416.66566037736
1795,630738.0700000001,1695658.4,134306881.56,2015,MIRANDA,MS,2015MIRANDAMS,93210729.27,51927.982880222844,351.38611142061285,944.6564902506964,74822.77524233982
575,304735.8,636828.9,10731771.51,2015,MIRANDA DO NORTE,MA,2015MIRANDA DO NORTEMA,24892085.509999998,43290.58349565217,529.9753043478261,1107.5285217391304,18663.95045217391
573,218597.75,460872.68,6744069.22,2015,MIRANDIBA,PE,2015MIRANDIBAPE,22028723.76,38444.54408376964,381.49694589877834,804.315322862129,11769.754310645725
4803,1922872.74,5854843.42,645189512.41,2015,MIRANDOPOLIS,SP,2015MIRANDOPOLISSP,331267295.1,68970.91299188008,400.3482698313554,1218.997172600458,134330.5251738497
242,89469.04999999999,221143.74000000002,6442753.359999999,2015,MIRANGABA,BA,2015MIRANGABABA,9963498.829999998,41171.48276859504,369.70681818181816,913.8171074380165,26622.94776859504
1274,508662.46,1269666.77,127416370.76,2015,MIRANORTE,TO,2015MIRANORTETO,61917726.54000001,48601.04124018839,399.26409733124024,996.598720565149,100012.8498901099
199,54699.5,131363.58000000002,6293673.27,2015,MIRANTE,BA,2015MIRANTEBA,6456238.71,32443.410603015076,274.8718592964824,660.1184924623116,31626.4988442211
766,194345.4,851773.7899999999,151893428.43,2015,MIRANTE DA SERRA,RO,2015MIRANTE DA SERRARO,31883929.910000004,41623.929386422984,253.71462140992168,1111.9762271540471,198294.29298955615
1652,1395930.4100000001,1954127.94,184475387.29999998,2015,MIRANTE DO PARANAPANEMA,SP,2015MIRANTE DO PARANAPANEMASP,99737668.56999998,60373.891386198535,844.9941949152543,1182.8861622276029,111667.90998789345
259,33362.24,119705.77,38531288.37,2015,MIRASELVA,PR,2015MIRASELVAPR,12875250.379999999,49711.39142857142,128.81173745173746,462.18444015444015,148769.45316602316
9340,4251566.569999999,15204421.11,1869471038.23,2015,MIRASSOL,SP,2015MIRASSOLSP,697471139.25,74675.71084047109,455.19984689507487,1627.8823458244112,200157.49873982868
3061,896875.23,3344689.3800000004,652134617.09,2015,MIRASSOL D'OESTE,MT,2015MIRASSOL D'OESTEMT,230238349.73,75216.71013721006,293.0007285200915,1092.6786605684417,213046.2649754982
407,17807.5,293429.07,37631971.33,2015,MIRASSOLANDIA,SP,2015MIRASSOLANDIASP,18776713.87,46134.432113022114,43.753071253071255,720.9559459459459,92461.84601965602
118,13119.73,28179.84,3888877.5900000003,2015,MIRAVANIA,MG,2015MIRAVANIAMG,4392275.11,37222.670423728814,111.18415254237289,238.8122033898305,32956.589745762714
802,255533.06999999998,1008474.2799999999,100207818.53,2015,MIRAI,MG,2015MIRAIMG,43280359.849999994,53965.53597256858,318.61978802992513,1257.4492269326684,124947.4046508728
